window_number,window_start,window_end,best_generation,best_fitness,average_environment_score,environment_score_std,minimum_environment_score,maximum_environment_score,ga_total_feed_g,fixed_total_feed_g,feed_saved_g,feed_saved_percent,cost_saved,ga_estimated_final_abw_g,fixed_estimated_final_abw_g,abw_improvement_g,ga_fitness_score,fixed_fitness_score,fitness_improvement,growth_target_status,ga_schedule_g
14,2024-01-14,2024-01-20,182,1884.8150643256765,0.7880999999999999,1.1102230246251565e-16,0.7880999999999998,0.7880999999999998,913.1534323932062,1050.0,136.84656760679377,13.033006438742264,3.7974922510885243,22.028527600223736,21.856168026179823,0.172359574043913,1884.8150643256765,1806.0625373037735,78.752527021903,Target Growth Achieved,130.45;130.42;130.46;130.46;130.44;130.43;130.48
15,2024-01-15,2024-01-21,180,1884.8177919624143,0.7880999999999999,1.1102230246251565e-16,0.7880999999999998,0.7880999999999998,913.2068894181596,1050.0,136.79311058184044,13.027915293508613,3.7960088186460723,22.028644257024972,21.856168026179823,0.17247623084514885,1884.8177919624143,1806.0625373037735,78.75525465864075,Target Growth Achieved,130.44;130.45;130.46;130.47;130.47;130.48;130.44
16,2024-01-16,2024-01-22,178,1884.8189878203855,0.7880999999999999,1.1102230246251565e-16,0.7880999999999998,0.7880999999999998,913.1411167515042,1050.0,136.85888324849577,13.034179356999598,3.797834010145756,22.028551301016506,21.856168026179823,0.17238327483668314,1884.8189878203855,1806.0625373037735,78.75645051661195,Target Growth Achieved,130.44;130.44;130.46;130.43;130.45;130.47;130.45
17,2024-01-17,2024-01-23,188,1884.8183171520059,0.7880999999999999,1.1102230246251565e-16,0.7880999999999998,0.7880999999999998,913.1955286750015,1050.0,136.80447132499853,13.02899726904748,3.7963240792687074,22.028631741330223,21.856168026179823,0.17246371515039982,1884.8183171520059,1806.0625373037735,78.75577984823235,Target Growth Achieved,130.46;130.47;130.43;130.47;130.43;130.47;130.46
18,2024-01-18,2024-01-24,162,1884.8143122189772,0.7880999999999999,1.1102230246251565e-16,0.7880999999999998,0.7880999999999998,913.1239970611329,1050.0,136.87600293886715,13.035809803701634,3.798309081553562,22.028471696263672,21.856168026179823,0.17230367008384917,1884.814312218977,1806.0625373037735,78.75177491520344,Target Growth Achieved,130.47;130.42;130.44;130.42;130.47;130.43;130.47
19,2024-01-19,2024-01-25,190,1884.8137176740543,0.7880999999999999,1.1102230246251565e-16,0.7880999999999998,0.7880999999999998,913.1052776686311,1050.0,136.89472233136894,13.03759260298752,3.7988285446954855,22.028434852566278,21.856168026179823,0.17226682638645485,1884.8137176740547,1806.0625373037735,78.75118037028119,Target Growth Achieved,130.46;130.44;130.48;130.43;130.46;130.41;130.43
20,2024-01-20,2024-01-26,194,1884.809671054786,0.7880999999999999,1.1102230246251565e-16,0.7880999999999998,0.7880999999999998,913.1256129653302,1050.0,136.87438703466978,13.03565590806379,3.7982642402120845,22.028422737960664,21.856168026179823,0.17225471178084106,1884.809671054786,1806.0625373037735,78.74713375101237,Target Growth Achieved,130.48;130.47;130.45;130.37;130.46;130.47;130.43
21,2024-01-21,2024-01-27,194,1884.8186915361964,0.7880999999999999,1.1102230246251565e-16,0.7880999999999998,0.7880999999999998,913.1349739055601,1050.0,136.86502609443994,13.034764389946659,3.798004474120706,22.028538086362655,21.856168026179823,0.17237006018283196,1884.8186915361964,1806.0625373037735,78.75615423242289,Target Growth Achieved,130.47;130.45;130.42;130.45;130.46;130.44;130.44
22,2024-01-22,2024-01-28,156,1885.1244988777416,0.7891307201726843,0.0025247384906702977,0.7880999999999998,0.795315041208791,913.4478179622827,1050.0,136.55218203771733,13.00496971787784,3.7893230515466563,22.031183562416917,21.859158366307195,0.1720251961097219,1885.1244988777416,1806.8203794722797,78.30411940546196,Target Growth Achieved,130.46;130.47;130.47;130.39;130.44;130.48;130.74
23,2024-01-23,2024-01-29,143,1885.7131325965192,0.7910782476452117,0.005011663623806534,0.7880999999999998,0.8017326923076923,913.9546492844602,1050.0,136.04535071553983,12.95670006814665,3.7752584823562287,22.036160544331402,21.864813803392753,0.17134674093864888,1885.7131325965192,1808.2534097217854,77.45972287473387,Target Growth Achieved,130.41;130.46;130.44;130.40;130.47;130.70;131.07
24,2024-01-24,2024-01-30,155,1883.7189629851528,0.7844411597331238,0.01813714891832135,0.7416403846153846,0.8017326923076923,911.9073494705591,1050.0,138.0926505294409,13.151681002803894,3.832071052191985,22.018645391538094,21.845710761969997,0.1729346295680969,1883.7189629851528,1803.4054979460834,80.31346503906934,Target Growth Achieved,130.45;130.46;130.44;130.44;130.74;131.04;128.33
25,2024-01-25,2024-01-31,187,1879.162588095417,0.7692194564364205,0.04009700882232668,0.6815480769230766,0.8017326923076923,907.1644336973674,1050.0,142.83556630263263,13.603387266917395,3.9636869648980557,21.978205778226886,21.80153813709295,0.1766676411339354,1879.162588095417,1791.7269491257503,87.4356389696668,Target Growth Achieved,130.40;130.48;130.47;130.77;131.08;128.34;125.63
26,2024-01-26,2024-02-01,161,1873.290320951058,0.7495265992935635,0.05648892065562505,0.65025,0.8017326923076923,901.0279047698009,1050.0,148.9720952301991,14.187818593352294,4.133975642638024,21.925883453707517,21.743596010313695,0.18228744339382175,1873.2903209510584,1775.7718650021063,97.51845594895212,Target Growth Achieved,130.49;130.45;130.78;131.11;128.30;125.66;124.25
27,2024-01-27,2024-02-02,183,1826.164656011989,0.7298337421507063,0.06323455504927115,0.65025,0.8017326923076923,894.8174180292343,1050.0,155.18258197076568,14.779293521025302,4.306316649688746,21.87353848366047,21.68565388353444,0.1878846001260328,1826.1646560119882,1759.8167808784624,66.3478751335258,Continue Optimization,130.39;130.80;131.06;128.39;125.68;124.26;124.24
28,2024-01-28,2024-02-03,182,1813.983941710727,0.7101408850078492,0.06348702625594578,0.65025,0.8017326923076923,888.5114825110709,1050.0,161.48851748892912,15.379858808469441,4.481306360317781,21.820948029310202,21.627711756755183,0.19323627255501918,1813.983941710727,1743.8616967548187,70.1222449559084,Continue Optimization,130.77;131.06;128.37;125.61;124.22;124.30;124.18
29,2024-01-29,2024-02-04,152,1801.2076752415387,0.6894173076923076,0.05547229958015135,0.65025,0.8017326923076923,881.9822487748992,1050.0,168.01775122510082,16.001690592866748,4.6624925964965485,21.76591379240477,21.566779289848554,0.19913450255621612,1801.2076752415387,1727.1487704626684,74.05890477887033,Continue Optimization,131.07;128.35;125.65;124.27;124.26;124.12;124.26
30,2024-01-30,2024-02-05,177,1787.815064780777,0.6677769230769229,0.03202994311448522,0.65025,0.7416403846153846,875.2146778146592,1050.0,174.78532218534076,16.646221160508645,4.8502926906432045,21.70826648222792,21.50318172598374,0.20508475624417954,1787.815064780777,1709.7606560895192,78.05440869125778,Continue Optimization,128.36;125.67;124.26;124.24;124.09;124.26;124.33
31,2024-01-31,2024-02-06,147,1779.8384597866939,0.6547211538461537,0.010952045484559296,0.65025,0.6815480769230766,871.2101385549622,1050.0,178.7898614450378,17.027605851908362,4.9614186550997985,21.67389823418892,21.46434264062724,0.20955559356167797,1779.8384597866939,1698.6534837415775,81.1849760451164,Continue Optimization,125.68;124.27;124.23;124.26;124.26;124.24;124.26
32,2024-02-01,2024-02-07,190,1777.0888302404733,0.6502499999999999,1.1102230246251565e-16,0.65025,0.65025,869.8266916660573,1050.0,180.1733083339427,17.159362698470733,4.999809306266908,21.661985792138243,21.45057313872503,0.21141265341321258,1777.0888302404733,1694.376948438267,82.71188180220634,Continue Optimization,124.26;124.26;124.28;124.23;124.29;124.26;124.26
33,2024-02-02,2024-02-08,200,1777.0653612751648,0.6502499999999999,1.1102230246251565e-16,0.65025,0.65025,869.7028312687814,1050.0,180.29716873121856,17.17115892678272,5.003246432291313,21.66177853289617,21.45057313872503,0.2112053941711416,1777.0653612751657,1694.376948438267,82.6884128368988,Continue Optimization,124.24;124.28;124.20;124.21;124.27;124.24;124.27
34,2024-02-03,2024-02-09,192,1777.1010656411463,0.6502499999999999,1.1102230246251565e-16,0.65025,0.65025,869.8195218932271,1050.0,180.18047810677285,17.160045533978366,5.000008267462945,21.6620385277147,21.45057313872503,0.21146538898966938,1777.1010656411463,1694.376948438267,82.72411720287937,Continue Optimization,124.24;124.26;124.26;124.26;124.27;124.26;124.27
